"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"4298","Resort Hotel",0,0,2016,"March",11,7,1,0,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",40,0,0,"Check-Out","2016-03-08"
"4299","Resort Hotel",0,342,2016,"October",42,14,2,5,1,0,0,"BB","GBR","Groups","Direct",0,0,1,"E","G",2,"No Deposit","273","NULL",125,"Group",0,0,0,"Check-Out","2016-10-21"
"4300","City Hotel",1,467,2017,"July",30,28,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2016-07-07"
"4301","Resort Hotel",1,35,2016,"May",19,6,2,2,2,2,0,"BB","PRT","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250","NULL",0,"Transient",124.5,0,0,"Canceled","2016-05-02"
"4302","City Hotel",1,286,2016,"May",21,17,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",75,"Transient",65,0,0,"Canceled","2015-10-19"
"4303","Resort Hotel",1,26,2017,"March",13,28,0,4,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","436","NULL",0,"Transient",30,0,0,"No-Show","2017-03-28"
"4304","City Hotel",0,12,2015,"November",49,29,2,1,1,1,0,"BB","PRT","Direct","Direct",0,0,0,"B","B",0,"No Deposit","14","NULL",0,"Transient",74.42,0,0,"Check-Out","2015-12-02"
"4305","City Hotel",0,30,2016,"May",21,18,0,2,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"D","D",0,"No Deposit","14","NULL",0,"Transient",129.2,0,1,"Check-Out","2016-05-20"
"4306","Resort Hotel",0,3,2017,"February",9,26,1,0,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","314","NULL",0,"Transient",39.6,1,0,"Check-Out","2017-02-27"
"4307","Resort Hotel",0,3,2017,"January",3,19,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","96","NULL",0,"Transient-Party",30,0,2,"Check-Out","2017-01-20"
"4308","City Hotel",1,278,2017,"March",12,25,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-02-13"
"4309","Resort Hotel",1,24,2016,"August",33,13,2,1,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",299,0,0,"Canceled","2016-07-20"
"4310","Resort Hotel",0,47,2016,"April",17,17,2,3,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","314","NULL",0,"Transient",52.56,0,0,"Check-Out","2016-04-22"
"4311","City Hotel",0,4,2017,"February",5,4,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,2,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",75,0,1,"Check-Out","2017-02-05"
"4312","Resort Hotel",1,16,2017,"February",7,17,1,2,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"D","D",0,"No Deposit","NULL","498",0,"Transient-Party",48,0,0,"Canceled","2017-02-13"
"4313","City Hotel",0,24,2016,"February",7,13,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","14","NULL",0,"Transient",76.5,0,2,"Check-Out","2016-02-14"
"4314","City Hotel",0,39,2015,"September",39,23,1,4,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient",175.08,0,1,"Check-Out","2015-09-28"
"4315","City Hotel",0,74,2016,"September",38,14,0,4,3,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",168.3,0,0,"Check-Out","2016-09-18"
"4316","Resort Hotel",0,99,2016,"May",19,3,0,4,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",58,0,1,"Check-Out","2016-05-07"
"4317","City Hotel",0,5,2016,"February",9,23,0,2,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","11","NULL",0,"Transient",70.84,0,0,"Check-Out","2016-02-25"
"4318","City Hotel",0,65,2016,"October",44,26,0,2,2,0,0,"BB","CZE","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",113.55,0,2,"Check-Out","2016-10-28"
"4319","Resort Hotel",0,7,2017,"April",16,18,0,1,1,0,0,"BB","PRT","Corporate","TA/TO",0,0,3,"A","A",0,"No Deposit","NULL","356",0,"Transient",45,0,0,"Check-Out","2017-04-19"
"4320","City Hotel",1,6,2017,"August",32,9,0,3,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",144,0,1,"Canceled","2017-08-05"
"4321","Resort Hotel",0,65,2015,"August",33,9,2,5,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","149","NULL",0,"Transient",107,0,0,"Check-Out","2015-08-16"
"4322","City Hotel",0,143,2016,"August",35,25,0,3,2,0,0,"BB","CZE","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","36","NULL",0,"Transient-Party",100,0,0,"Check-Out","2016-08-28"
"4323","City Hotel",0,186,2016,"April",17,22,1,2,2,0,0,"BB","ITA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","23","NULL",0,"Transient-Party",80,0,0,"Check-Out","2016-04-25"
"4324","City Hotel",0,38,2016,"September",36,2,0,1,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",109.8,0,0,"Check-Out","2016-09-03"
"4325","City Hotel",0,221,2016,"August",34,14,4,5,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,1,"Check-Out","2016-08-23"
"4326","Resort Hotel",0,20,2016,"February",8,14,2,1,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","171","NULL",0,"Transient",38.33,0,0,"Check-Out","2016-02-17"
"4327","City Hotel",0,265,2017,"August",32,10,0,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",107.1,0,2,"Check-Out","2017-08-12"
"4328","Resort Hotel",0,107,2017,"May",20,20,2,2,2,0,0,"BB","CN","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","410","NULL",0,"Transient",47.5,0,1,"Check-Out","2017-05-24"
"4329","City Hotel",0,1,2017,"March",12,22,0,2,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","10","NULL",0,"Transient",80,0,0,"Check-Out","2017-03-24"
"4330","City Hotel",1,34,2016,"April",16,14,0,3,2,0,0,"SC","AGO","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",100.5,0,0,"Canceled","2016-03-16"
"4331","Resort Hotel",0,263,2017,"July",27,3,1,3,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250","NULL",0,"Transient",85.05,0,0,"Check-Out","2017-07-07"
"4332","City Hotel",0,0,2016,"November",47,18,0,1,2,0,0,"SC","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",95,0,0,"Check-Out","2016-11-19"
"4333","City Hotel",1,186,2017,"May",22,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",130,0,0,"Canceled","2016-11-25"
"4334","Resort Hotel",0,123,2016,"October",43,21,2,3,2,0,0,"BB","SWE","Groups","Corporate",0,0,0,"E","E",3,"No Deposit","NULL","NULL",0,"Transient-Party",75,1,0,"Check-Out","2016-10-26"
"4335","City Hotel",0,115,2016,"July",30,18,1,4,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",141.3,0,0,"Check-Out","2016-07-23"
"4336","City Hotel",0,61,2017,"April",14,6,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",117,0,1,"Check-Out","2017-04-09"
"4337","City Hotel",1,104,2016,"April",15,5,0,2,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",96,0,0,"Canceled","2016-01-19"
"4338","Resort Hotel",0,129,2017,"February",5,3,0,2,2,0,0,"HB","PRT","Online TA","TA/TO",1,0,3,"A","D",0,"No Deposit","240","NULL",0,"Transient",64.8,0,2,"Check-Out","2017-02-05"
"4339","City Hotel",1,184,2017,"April",17,23,2,0,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","171","NULL",49,"Transient",90,0,0,"Canceled","2016-12-09"
"4340","Resort Hotel",1,20,2017,"June",24,16,0,2,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240","NULL",0,"Transient",238,0,0,"Canceled","2017-05-29"
"4341","Resort Hotel",0,202,2017,"August",34,21,3,6,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","314","NULL",0,"Transient",196.5,1,0,"Check-Out","2017-08-30"
"4342","City Hotel",0,36,2016,"October",44,28,1,2,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",109,0,1,"Check-Out","2016-10-31"
"4343","City Hotel",0,260,2016,"November",47,16,1,4,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",56.94,0,1,"Check-Out","2016-11-21"
"4344","Resort Hotel",0,102,2016,"May",19,6,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"E","F",0,"No Deposit","240","NULL",0,"Transient",88,0,2,"Check-Out","2016-05-08"
"4345","Resort Hotel",0,13,2015,"November",45,1,2,5,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","6","NULL",0,"Transient",58.13,0,0,"Check-Out","2015-11-08"
"4346","Resort Hotel",0,3,2016,"October",45,31,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",80,0,1,"Check-Out","2016-11-03"
"4347","City Hotel",0,66,2017,"June",25,20,0,3,2,0,0,"BB","POL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",170,0,1,"Check-Out","2017-06-23"
"4348","City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"4349","Resort Hotel",1,165,2017,"June",25,18,2,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","410","NULL",0,"Transient",49.95,0,2,"Canceled","2017-04-11"
"4350","Resort Hotel",0,0,2016,"February",9,23,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",40,0,0,"Check-Out","2016-02-24"
"4351","Resort Hotel",0,109,2016,"December",52,24,1,1,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient-Party",37.8,0,2,"Check-Out","2016-12-26"
"4352","City Hotel",1,39,2015,"August",33,14,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",101.5,0,0,"Canceled","2015-07-06"
"4353","City Hotel",0,24,2016,"June",25,12,2,0,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",94.35,0,3,"Check-Out","2016-06-14"
"4354","City Hotel",1,19,2015,"October",41,6,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,1,0,"A","A",0,"Non Refund","82","NULL",0,"Transient",90,0,0,"Canceled","2015-09-17"
"4355","Resort Hotel",0,13,2016,"March",14,27,2,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",57,1,0,"Check-Out","2016-03-29"
"4356","Resort Hotel",1,11,2016,"November",48,22,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",43,0,0,"Canceled","2016-11-16"
"4357","City Hotel",1,12,2017,"June",23,5,1,0,1,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",120,0,1,"No-Show","2017-06-05"
"4358","Resort Hotel",0,1,2017,"April",16,20,0,0,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","D",0,"No Deposit","NULL","195",0,"Transient-Party",0,0,0,"Check-Out","2017-04-20"
"4359","Resort Hotel",0,50,2016,"February",6,6,2,4,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",68.17,1,0,"Check-Out","2016-02-12"
"4360","City Hotel",1,186,2017,"May",22,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",130,0,0,"Canceled","2016-11-25"
"4361","City Hotel",1,47,2017,"May",20,15,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",125,0,0,"Canceled","2017-03-29"
"4362","City Hotel",0,9,2016,"March",14,29,0,2,1,0,0,"SC","SWE","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","8","NULL",0,"Transient",84,0,1,"Check-Out","2016-03-31"
"4363","City Hotel",1,150,2017,"May",18,5,1,2,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",139.5,0,1,"Canceled","2017-01-24"
"4364","City Hotel",1,99,2016,"April",15,8,0,2,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"B","B",1,"No Deposit","9","NULL",0,"Transient",85.5,0,1,"Canceled","2016-03-15"
"4365","Resort Hotel",1,256,2015,"August",31,1,4,6,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","240","NULL",0,"Transient-Party",120.6,0,1,"Canceled","2015-04-16"
"4366","City Hotel",0,0,2016,"June",26,21,0,2,1,0,0,"BB","GRC","Aviation","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2016-06-23"
"4367","City Hotel",1,63,2016,"November",47,17,1,3,2,0,0,"SC","NGA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",74.8,0,1,"Canceled","2016-09-16"
"4368","Resort Hotel",0,132,2016,"August",32,3,2,5,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250","NULL",0,"Transient-Party",229,0,0,"Check-Out","2016-08-10"
"4369","Resort Hotel",0,15,2017,"February",8,19,2,0,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","C",0,"No Deposit","467","NULL",0,"Transient",35.28,0,0,"Check-Out","2017-02-21"
"4370","Resort Hotel",1,64,2017,"July",29,17,1,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241","NULL",0,"Transient",201.4,0,1,"Canceled","2017-06-18"
"4371","Resort Hotel",0,158,2015,"September",37,8,0,1,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","251","NULL",0,"Transient",68.5,0,0,"Check-Out","2015-09-09"
"4372","Resort Hotel",0,224,2016,"May",21,17,2,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","143","NULL",0,"Contract",37.4,0,2,"Check-Out","2016-05-24"
"4373","City Hotel",0,49,2017,"August",33,14,1,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",160,0,1,"Check-Out","2017-08-18"
"4374","City Hotel",0,124,2015,"August",32,8,2,1,1,0,0,"HB","ITA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","17","NULL",0,"Transient-Party",36.25,0,0,"Check-Out","2015-08-11"
"4375","City Hotel",1,180,2016,"April",16,13,0,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","21","NULL",38,"Transient",125,0,0,"Canceled","2015-11-23"
"4376","City Hotel",0,193,2016,"September",40,30,1,2,2,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",132,0,0,"Check-Out","2016-10-03"
"4377","Resort Hotel",0,200,2017,"April",16,22,2,1,1,0,0,"BB","IRL","Direct","Direct",0,0,0,"A","G",0,"No Deposit","250","NULL",0,"Transient",44.88,0,0,"Check-Out","2017-04-25"
"4378","Resort Hotel",0,18,2016,"January",5,29,0,0,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","I",0,"No Deposit","240","NULL",0,"Transient-Party",0,0,0,"Check-Out","2016-01-29"
"4379","Resort Hotel",0,6,2017,"April",16,19,0,2,1,0,0,"BB","GBR","Direct","Direct",0,0,0,"E","E",1,"No Deposit","250","NULL",0,"Transient",121,0,0,"Check-Out","2017-04-21"
"4380","City Hotel",0,77,2016,"July",31,26,0,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",118.8,0,2,"Check-Out","2016-07-30"
"4381","Resort Hotel",0,8,2017,"June",23,7,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,15,"A","A",0,"No Deposit","NULL","269",0,"Transient",77,1,0,"Check-Out","2017-06-09"
"4382","Resort Hotel",0,120,2017,"May",20,17,1,4,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","436","NULL",0,"Transient",54,0,0,"Check-Out","2017-05-22"
"4383","Resort Hotel",0,97,2017,"August",35,27,4,5,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","134","NULL",0,"Transient",156,0,0,"Check-Out","2017-09-05"
"4384","City Hotel",1,5,2015,"November",46,8,2,0,1,0,0,"BB","PRT","Direct","Direct",0,1,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",84,0,1,"Canceled","2015-11-05"
"4385","City Hotel",1,11,2016,"November",45,5,0,1,2,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",150,0,1,"Canceled","2016-10-28"
"4386","City Hotel",0,39,2015,"August",33,10,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,1,"Check-Out","2015-08-12"
"4387","Resort Hotel",0,171,2016,"April",15,4,1,1,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","298","NULL",0,"Transient-Party",85,0,0,"Check-Out","2016-04-06"
"4388","City Hotel",1,19,2016,"March",10,4,1,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",74.64,0,0,"Canceled","2016-03-04"
"4389","Resort Hotel",0,24,2016,"July",31,29,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",191,1,1,"Check-Out","2016-07-31"
"4390","City Hotel",1,342,2015,"September",39,24,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"4391","City Hotel",0,8,2016,"December",49,3,1,1,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",111.5,0,0,"Check-Out","2016-12-05"
"4392","Resort Hotel",0,0,2015,"December",51,17,0,1,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",38,0,0,"Check-Out","2015-12-18"
"4393","City Hotel",1,34,2016,"September",39,24,1,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",143.55,0,1,"Canceled","2016-09-06"
"4394","Resort Hotel",0,2,2017,"January",4,26,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","241","NULL",0,"Transient",35.11,0,1,"Check-Out","2017-01-29"
"4395","City Hotel",1,303,2017,"June",25,20,1,5,2,1,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",129.6,0,1,"Canceled","2017-01-10"
"4396","Resort Hotel",1,5,2017,"January",4,23,1,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","D",0,"No Deposit","NULL","94",0,"Transient",35,0,0,"Canceled","2017-01-20"
"4397","City Hotel",0,21,2017,"June",25,19,1,0,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",150,0,1,"Check-Out","2017-06-20"
"4398","City Hotel",0,11,2016,"November",46,7,1,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",126.69,0,1,"Check-Out","2016-11-11"
"4399","Resort Hotel",0,28,2017,"February",8,20,3,7,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","57","NULL",0,"Transient",78,0,0,"Check-Out","2017-03-02"
"4400","Resort Hotel",0,203,2017,"May",21,25,2,3,2,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"D","D",3,"No Deposit","NULL","223",0,"Transient-Party",67,1,0,"Check-Out","2017-05-30"
"4401","Resort Hotel",0,29,2016,"February",9,27,2,5,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241","NULL",0,"Transient",51.49,0,2,"Check-Out","2016-03-05"
"4402","Resort Hotel",0,247,2016,"June",26,22,0,3,1,0,0,"HB","POL","Groups","Direct",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient-Party",76,0,0,"Check-Out","2016-06-25"
"4403","Resort Hotel",1,40,2016,"May",21,18,0,2,1,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",55,0,0,"Canceled","2016-04-13"
"4404","City Hotel",0,300,2017,"August",31,4,1,2,3,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","83","NULL",0,"Transient",98.28,0,2,"Check-Out","2017-08-07"
"4405","Resort Hotel",1,19,2016,"September",40,25,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",89,0,1,"Canceled","2016-09-08"
"4406","City Hotel",0,112,2016,"July",28,7,2,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","22","NULL",0,"Transient-Party",72.25,0,1,"Check-Out","2016-07-12"
"4407","City Hotel",0,12,2017,"January",1,3,0,3,1,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",90.1,0,1,"Check-Out","2017-01-06"
"4408","Resort Hotel",1,2,2017,"February",8,22,0,4,1,0,0,"BB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",36,0,0,"Canceled","2017-02-20"
"4409","City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",108,0,1,"Check-Out","2017-05-30"
"4410","Resort Hotel",0,2,2015,"November",46,12,0,3,2,0,0,"BB","RUS","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient-Party",78,0,1,"Check-Out","2015-11-15"
"4411","City Hotel",0,49,2016,"April",14,1,2,2,3,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",121.13,0,1,"Check-Out","2016-04-05"
"4412","City Hotel",0,414,2017,"July",28,13,0,2,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",122.4,0,1,"Check-Out","2017-07-15"
"4413","Resort Hotel",1,383,2016,"October",41,6,1,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","315","NULL",0,"Transient-Party",48,0,0,"Canceled","2016-03-04"
"4414","Resort Hotel",0,308,2016,"August",33,9,2,5,2,1,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","F",2,"No Deposit","143","NULL",0,"Contract",169.36,0,0,"Check-Out","2016-08-16"
"4415","City Hotel",0,9,2017,"March",10,9,0,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",94.67,0,3,"Check-Out","2017-03-12"
"4416","Resort Hotel",0,223,2016,"June",25,13,2,5,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","314","NULL",0,"Transient",53.12,0,0,"Check-Out","2016-06-20"
"4417","City Hotel",0,3,2017,"March",11,13,1,2,1,0,0,"BB","HRV","Aviation","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","153",0,"Transient",80,0,0,"Check-Out","2017-03-16"
"4418","City Hotel",0,83,2016,"July",30,23,2,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"B","B",1,"No Deposit","9","NULL",0,"Transient",97.54,0,1,"Check-Out","2016-07-26"
"4419","City Hotel",1,38,2016,"April",17,21,1,3,2,1,0,"BB","CHL","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",177.3,0,0,"Canceled","2016-04-19"
"4420","Resort Hotel",0,128,2016,"June",26,22,2,8,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",109.1,0,1,"Check-Out","2016-07-02"
"4421","Resort Hotel",0,275,2016,"April",16,10,2,5,2,0,0,"HB","GBR","Groups","Direct",0,0,0,"D","D",0,"No Deposit","273","NULL",0,"Transient-Party",74.45,0,0,"Check-Out","2016-04-17"
"4422","Resort Hotel",0,88,2016,"August",34,18,2,5,2,1,0,"Undefined","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250","NULL",0,"Transient",286.1,1,0,"Check-Out","2016-08-25"
"4423","City Hotel",0,1,2017,"April",14,8,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,5,"A","D",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2017-04-09"
