"artist_name","track_name","album_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"Mother Nature Sound FX","Calmed Rain","! ! "" "" Leaves "" "" ! !",0.242,0.124,1,-33.54,1,0.0534,0.00115,0.671,0.0992,0.0679,81.621,73613
"Ludwig van Beethoven","Mass in C Major, Op. 86: Agnus Dei","John Eliot Gardiner conducts Beethoven",0.133,0.0937,7,-19.669,1,0.0458,0.978,0.333,0.112,0.0357,173.494,381373
"Mother Nature Sound FX","Sprinkled Rain","! ! "" botanist "" ! !",0.16,0.875,8,-21.955,1,0.0689,0.153,0.438,0.377,0.02,104.121,115095
"Wolfgang Amadeus Mozart","Minuet in G Major, K.15y","Essence of Mozart",0.348,0.349,6,-18.89,1,0.0588,0.707,0,0.111,0.678,85.081,55400
"Mother Nature Sound FX","Bucket Rain","! !""# live #""! !",0.22,0.838,6,-22.995,0,0.0632,0.0164,0.0013,0.449,0.016,66.378,100101
"Fleetwood Mac","Warm Ways - 2017 Remaster","50 Years - Don't Stop",0.652,0.373,3,-13.994,1,0.0272,0.569,0.00263,0.312,0.457,92.234,233506
"Millencolin","Punk Rock Rebel","Home From Home",0.459,0.97,11,-4.08,0,0.104,0.000442,0,0.418,0.678,110.904,186693
"Antonín Dvorák","Symphony No. 6 in D Major, Op. 60, B. 112: IV. Finale (Allegro con spirito)","Dvorak: The 9 Symphonies",0.283,0.217,2,-16.271,1,0.0299,0.937,0.796,0.378,0.26,92.314,716000
"Ludwig van Beethoven","Beethoven: 6 Variations on ""Ich denke dein"" in D Major, WoO 74: Coda","Beethoven: The Complete Piano Music",0.268,0.0513,2,-27.822,1,0.037,0.987,0.935,0.09,0.399,95.278,56413
"Sheryl Crow","Everyday Is A Winding Road - Live concert in the sky","Concert In The Sky",0.542,0.56,7,-15.238,1,0.221,0.63,1.25e-05,0.62,0.832,88.139,393306
"Ludwig van Beethoven","Piano Sonata No. 30 in E Major, Op. 109: II. Prestissimo","Beethoven: Piano Works",0.262,0.123,4,-19.349,0,0.0309,0.982,0.859,0.145,0.297,79.865,138373
"Miles Davis","I'm Leaving You (feat. Ledisi & John Scofield)","Everything's Beautiful",0.721,0.664,11,-8.356,0,0.383,0.217,6.97e-06,0.0636,0.534,91.987,193626
"Mother Nature Sound FX","Thoughtful Yogi","Soothing Melodies for Lasting Peace & Tranquility",0.166,0.129,5,-19.164,1,0.0477,0.932,0.134,0.256,0.04,49.183,144000
"Bear McCreary","Simon Calls the Shots","Ava (Original Motion Picture Soundtrack)",0.103,0.144,2,-17.167,1,0.0404,0.541,0.823,0.0694,0.0368,75.714,241106
"Pyotr Ilyich Tchaikovsky","3 Morceaux, Op. 9, TH 131: 2. Polka de salon","Tchaikovsky: The Complete Solo Piano Works",0.46,0.0878,10,-23.614,1,0.0325,0.991,0.847,0.141,0.523,103.972,153812
"Vetusta Morla","A Lomos de un Volcán","Los Ríos de Alice (Original Game Soundtrack)",0.367,0.1,9,-25.164,0,0.0625,0.996,0.913,0.0757,0.0345,79.502,79024
"Eric Clapton","Since You Said Goodbye","Eric Clapton & Friends: The Breeze (An Appreciation of JJ Cale)",0.544,0.502,9,-12.044,1,0.0296,0.507,0.836,0.115,0.634,174.103,181840
"Johann Sebastian Bach","Suite in E for Lute, BWV 1006a: 3. Gavotte en Rondeau","In the Key of Bach",0.325,0.341,3,-18.274,1,0.0583,0.965,0.93,0.105,0.593,151.436,185000
"Johann Sebastian Bach","Suite for Cello Solo No.1 in G, BWV 1007: 1. Prélude","Summer Classical: Bach",0.376,0.273,2,-18.778,1,0.0435,0.915,0.908,0.135,0.746,81.065,137000
"Relaxmycat","Lovely Whispers","Sounds of Nature - Soft Music for Sleep, Cat Sleep",0.169,0.0363,3,-28.504,1,0.0438,0.949,0.933,0.115,0.034,88.211,97478
"Sergei Rachmaninoff","Liturgy of St. John Chrysostom, Op. 31: The Cherubic Hymn","Rachmaninov, S.: Liturgy of St John Chrysostom",0.169,0.054,7,-28.918,1,0.0389,0.99,0.812,0.0591,0.0388,68.969,309826
"Mother Nature Sound FX","Seeded Meadow","! ! ! ! ! ! Meander ! ! ! ! ! !",0.232,0.557,7,-20.157,1,0.46,0.335,5.17e-05,0.909,0.104,80.09,230981
"Mother Nature Sound FX","Strike a Note","Peaceful Songs for Deep Relaxation",0.236,0.0441,2,-28.299,1,0.0477,0.0382,0.0126,0.109,0.0797,111.269,181428
"Antonín Dvorák","Polonaise in E flat major, B.100","Dvorák: Czech Suite; Prague Waltzes; Polonaise; Polka; Nocturne",0.329,0.229,3,-17.921,1,0.0321,0.831,0.154,0.0881,0.233,97.525,326493
"Mother Nature Sound FX","Land at Night","! ! ! ! Gentle ! ! ! !",0.239,0.395,5,-19.92,1,0.0532,0.337,0.000398,0.778,0.138,134.343,216393
"Daddy Yankee","Perros Salvajes","Prestige",0.806,0.804,6,-4.84,0,0.146,0.0615,0,0.115,0.766,88.018,190310
"Frédéric Chopin","Prelude No. 5 in D Major, Op. 28","Chopin: 4 Ballades, 4 Impromptus, 24 Preludes, Op. 28, 20 Nocturnes",0.236,0.135,2,-26.361,1,0.0386,0.993,0.845,0.099,0.498,70.017,37413
"Antonín Dvorák","Dvorák: 8 Slavonic Dances, Op. 46, B. 83: No. 7 in C Minor","Dvorák : Slavonic Dances",0.419,0.21,0,-16.467,0,0.0407,0.932,0.667,0.0978,0.374,130.731,216733
"Frédéric Chopin","Polonaise In B Flat, Op.posth.","<U+4F11><U+65E5><U+306B><U+8074><U+304D><U+305F><U+3044><U+30B7><U+30E7><U+30D1><U+30F3> -Chill with Chopin",0.396,0.0565,10,-27.88,1,0.0358,0.991,0.964,0.148,0.381,107.968,195506
"Sergei Rachmaninoff","Rhapsody on a Theme of Paganini, Op. 43 (Arr. for 2 Pianos): Var. 5","Schicksalsklänge",0.608,0.167,7,-24.39,1,0.0347,0.995,0.902,0.159,0.645,134.509,33520
"Wolfgang Amadeus Mozart","Die Zauberflöte, K.620: Overture","The Mozart Best",0.361,0.191,3,-14.683,1,0.042,0.978,0.874,0.144,0.193,87.77,391293
"Reik","Qué Vida la Mía","Reik",0.758,0.802,9,-4.507,1,0.0383,0.0528,0,0.183,0.804,98.022,171320
"Mother Nature Sound FX","Beach Rain","! !""' island '""! !",0.207,0.962,1,-20.808,0,0.0503,0.0947,0.256,0.373,0.0115,102.779,77844
"Bazzi","Humble Beginnings","Soul Searching",0.73,0.652,9,-6.589,0,0.0533,0.268,0,0.639,0.236,111.973,184285
"Relaxmycat","Soft Chords","100 Relaxing Melodies for Cats",0.283,0.00227,2,-38.378,0,0.0464,0.996,0.681,0.0691,0.125,82.41,121805
"Pyotr Ilyich Tchaikovsky","Symphony No. 5 in E Minor, Op. 64, TH 29: III. Allegro moderato","Tchaikovsky: Symphonies Nos. 1-6",0.228,0.0284,9,-29.22,1,0.0369,0.963,0.945,0.233,0.211,67.039,356040
"Sergei Rachmaninoff","Symphony No. 3 in A Minor, Op. 44: III. Allegro - Allegro vivace - Allegro (Tempo primo) - Allegretto - Allegro vivace","Rachmaninov: Symphonies Nos. 1-3 - Symphonic Dances",0.265,0.0448,9,-26.539,1,0.0407,0.944,0.473,0.279,0.0705,138.06,828706
"Mother Nature Sound FX","Rains and Drains","45 Soothing Meditating Rain Sounds",0.202,0.703,2,-31.163,0,0.0757,0.567,0.855,0.5,0.0198,116.423,169367
"Carole King","Up On the Roof (with James Taylor)","Writer",0.35,0.244,0,-15.689,1,0.0297,0.957,0.394,0.102,0.654,180.025,216906
"Ludwig van Beethoven","Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Andante","50 Beethoven Treasures by naïve",0.368,0.0224,7,-32.162,0,0.0537,0.994,0.886,0.082,0.167,120.712,314773
"Wolfgang Amadeus Mozart","Piano Concerto No. 5 in D Major, K. 175: III. Allegro","Mozart: Orchestral Works",0.369,0.136,2,-21.11,1,0.0328,0.972,0.826,0.0582,0.479,144.594,298533
"Avantasia","The Haunting","Ghostlights",0.521,0.533,1,-8.786,0,0.0278,0.0152,0,0.101,0.24,131.419,282013
"Miles Davis","Walkin' - Live","Live in 1958 - 59",0.477,0.521,10,-10.586,1,0.0553,0.649,0.297,0.0924,0.499,136.344,865106
"Diego Torres","Como Un Haz De Luna","Andando",0.548,0.656,7,-9.069,1,0.0363,0.627,4.25e-05,0.0914,0.547,85.939,255773
"Carole King","Just Once In My Life - Demo","The Legendary Demos",0.452,0.478,8,-7.558,1,0.0277,0.89,0.0282,0.148,0.351,87.631,242280
"Wolfgang Amadeus Mozart","Contredanse in B Flat Major, K.123","Forever Mozart",0.687,0.187,10,-17.119,1,0.0394,0.941,0.0818,0.0755,0.906,134.477,76920
"Ludwig van Beethoven","Leonore, Op. 72a, Erster Aufzug, Dritter Auftritt: Nr. 6. Terzett „Gut, Söhnchen, gut"" (Rocco, Leonore, Marzelline) (1805 version)","Beethoven: Leonore",0.363,0.17,0,-21.063,1,0.0736,0.973,8.51e-05,0.0845,0.331,76.534,383346
"Johann Sebastian Bach","Cello Suite No. 4 in E-Flat Major, BWV 1010: II. Allemande","Paul Tortelier Plays Bach",0.274,0.124,3,-20.248,1,0.0469,0.992,0.834,0.204,0.623,89.334,237933
"Pyotr Ilyich Tchaikovsky","The Sleeping Beauty, Op.66, TH.13 / Act 2: 20. Final (Allegro agitato)(Breaking of spell)","Tchaikovsky: Complete Ballets",0.386,0.289,3,-16.862,1,0.0319,0.962,0.881,0.335,0.504,71.686,142506
"Wolfgang Amadeus Mozart","Symphony No.28 in C, K.200: 3. Menuetto (Allegretto) - Trio","Mozart Moods",0.353,0.0333,0,-17.061,1,0.0427,0.965,0.806,0.302,0.261,143.592,221626
"Wolfgang Amadeus Mozart","Sonata for two pianos in D Major K.448 - Transcribed for piano and marimba: II. Andante","Mozart Winter Nights",0.42,0.0282,7,-28.284,1,0.0497,0.993,0.926,0.118,0.129,90.113,475333
"Mother Nature Sound FX","Rain Serenity","! ! ! (Swell) ! ! !",0.082,0.971,11,-27.322,1,0.0421,0.203,0.751,0.606,1e-05,168.851,60395
"Kevin Johansen","Cliché Latino Cliché Gringo","Logo",0.644,0.865,5,-7.074,1,0.212,0.693,0,0.519,0.271,91.028,251506
"Mother Nature Sound FX","Lounging About","Relaxing Yoga Songs",0.137,0.0311,0,-31.472,0,0.0382,0.983,0.982,0.0734,0.0302,71.18,165607
"Johann Sebastian Bach","Partita No.1 in B flat, BWV 825: 6. Menuet II","Ontdek Bach",0.422,0.123,10,-25.629,1,0.0617,0.995,0.924,0.13,0.607,162.442,77173
"Outkast","Mainstream","ATLiens",0.86,0.54,7,-8.371,1,0.312,0.0441,7.94e-06,0.415,0.25,92.621,318266
"Johann Sebastian Bach","Christmas Oratorio, BWV 248, Pt. 6: I. Chorus. Herr, wenn die stolzen Feinde schnauben (Chorus)","Bach for Christmas/Bach zu Weihnachten, Vol. 1",0.282,0.399,2,-12.426,1,0.0385,0.875,0.351,0.363,0.403,136.57,323666
"Wolfgang Amadeus Mozart","Le nozze di Figaro, K.492: Overture","Pracuj z domu z Mozartem",0.407,0.257,2,-14.377,1,0.0348,0.959,0.911,0.134,0.361,76.753,236160
"Gilberto Gil","Andar com fé","Um banda um",0.774,0.647,1,-6.682,0,0.0514,0.47,0.000569,0.46,0.965,95.098,200960
"Johann Sebastian Bach","French Suite No.4 in E Flat, BWV 815: 6. Menuet","Bach: The Greatest",0.388,0.0514,3,-30.262,1,0.0501,0.994,0.755,0.174,0.966,184.238,66188
"Mother Nature Sound FX","Indian Forest","! ! ! ! ! ! Amazonian ! ! ! ! ! !",0.305,0.331,5,-21.921,1,0.062,0.394,8.29e-06,0.59,0.238,136.823,188119
"The Chemical Brothers","Swoon / Star Guitar - Live From Japan/2011","Don't Think",0.381,0.954,5,-4.363,1,0.0618,0.0282,0.845,0.323,0.389,125.788,659133
"Mother Nature Sound FX","Marshland Aurora","Relaxing Tranquil Rain and Nature Album",0.303,0.571,5,-22.318,1,0.263,0.243,8.13e-05,0.321,0.139,73.14,210491
"Frédéric Chopin","Mazurka No. 12 in A-Flat Major, Op. 17, No. 3","Chopin, F.: Mazurkas",0.256,0.00358,8,-33.464,0,0.0396,0.995,0.901,0.0797,0.0768,70.408,327333
"Mother Nature Sound FX","Mind Horizons","30 Background Tracks for Spa and Meditation",0.2,0.0858,7,-19.917,1,0.0417,0.995,0.94,0.336,0.312,152.403,200657
"Relaxmycat","Night Spells","50 Peaceful Songs for Sleep",0.162,0.00373,0,-37.301,1,0.0468,0.906,0.931,0.105,0.0311,70.701,264500
"Ludwig van Beethoven","Sonata No. 18 in E-Flat Major, Op. 31 No. 3: I. Allegro","Beethoven: Ein neuer Weg",0.38,0.0934,3,-27.234,1,0.0408,0.993,0.895,0.105,0.189,150.265,483226
"Enrique Iglesias","California Callin'","7",0.574,0.897,3,-4.007,0,0.0335,0.00836,0,0.33,0.472,124.04,228960
"Mother Nature Sound FX","Windy Forest","!!# "" Sweet "" #!!",0.275,0.991,1,-16.772,1,0.0779,0.542,0.509,0.342,0.0262,88.536,153000
"Ludwig van Beethoven","Piano Sonata No.8 In C Minor, Op.13 -""Pathétique"": 3. Rondo (Allegro)","Play on: Beethoven for reading",0.238,0.152,0,-22.432,0,0.0415,0.992,0.871,0.184,0.393,87.777,304760
"Mother Nature Sound FX","Peaceful","Rsil Theta Wave Sounds",0.147,0.0794,2,-28.475,0,0.0449,0.9,0.914,0.0953,0.0346,136.481,375000
"Frédéric Chopin","4 Mazurkas, Op.17: No.1 in B Flat Major","The World of Chopin",0.449,0.137,5,-17.217,1,0.0448,0.988,0.939,0.113,0.269,117.603,149000
"Dream Theater","Take Away My Pain","Falling into Infinity",0.56,0.743,9,-6.794,1,0.047,0.0169,2.48e-05,0.314,0.491,153.477,363266
"Vicente Fernández","El Favor Que Te Hicieron Tus Padres","15 Nuevos Éxitos Con el Ídolo de México",0.347,0.487,11,-5.103,1,0.044,0.323,0,0.327,0.529,86.536,181600
"Relaxmycat","Calming New Age","100 Peaceful Tracks for Cats",0.208,0.0522,0,-25.556,1,0.0494,0.797,0.033,0.065,0.0349,76.196,122911
"Kraken","Sin Miedo al Dolor","Filarmonico",0.437,0.722,11,-7.74,0,0.0392,0.0503,5.19e-06,0.0548,0.566,140,271960
"System Of A Down","Sugar","System Of A Down/Steal This Album",0.446,0.89,1,-2.74,1,0.25,0.00187,0.00109,0.266,0.571,131.083,153800
"Marco Antonio Solís","Mi Deseo","MAS de Mis Recuerdos",0.598,0.77,2,-5.927,1,0.0368,0.00606,0.00199,0.361,0.457,99.995,251689
"Wolfgang Amadeus Mozart","Fantasia in D Minor, K.397 - Final 10 bars by another (A.E. Müller?)","Mindfulness Musica classica per concentrarsi",0.384,0.0494,2,-25.316,1,0.0548,0.994,0.908,0.0958,0.0785,125.261,319973
"Ludwig van Beethoven","Mass in D Major, Op. 123 ""Missa Solemnis"": Agnus Dei: Dona nobis pacem","Play on: The Essential Beethoven Collection",0.139,0.203,9,-18.988,1,0.0397,0.939,0.961,0.426,0.0685,64.836,139026
"Ludwig van Beethoven","Violin Concerto In D, Op.35, TH. 59: 2. Canzonetta (Andante)","Yehudi Menuhin Legendary Recordings",0.191,0.129,3,-25.275,1,0.0484,0.843,0.303,0.11,0.0755,103.852,404000
"Weezer","Getchoo","Pinkerton",0.338,0.895,1,-4.901,0,0.0466,0.000391,0,0.304,0.625,104.492,172600
"Rihanna","Wait Your Turn - Chew Fu Can't Wait No More Fix","Rated R: Remixed",0.785,0.817,7,-4.926,0,0.276,0.0405,0.000104,0.273,0.824,127.91,309293
"Johann Sebastian Bach","Suite for Cello Solo No.1 in G, BWV 1007 - Transcribed for Solo Guitar by Göran Söllscher: 5. Menuet I/II","Bach Study Music",0.376,0.234,3,-22.663,1,0.0522,0.966,0.902,0.113,0.517,133.838,172506
"Wolfgang Amadeus Mozart","5 Divertimenti in B-Flat Major, K. 439b No. 4: III. Menuetto","Mozart: 6 Notturni, Divertimenti, Le nozze di Figaro Arias for Wind Ensemble",0.274,0.00905,10,-23.962,1,0.0324,0.993,0.855,0.111,0.319,67.289,174853
"Moby","Porcelain, Kapitel 206","Porcelain (Gekürzte Lesung)",0.662,0.252,9,-26.707,0,0.964,0.597,0,0.513,0.453,86.329,99801
"Daniela Mercury","Música de Rua","Elétrica",0.786,0.96,6,-4.9,1,0.104,0.342,3.83e-06,0.609,0.632,118.177,242800
"Flo Rida","Available (feat. Akon)","R.O.O.T.S. (Route of Overcoming the Struggle)",0.794,0.692,2,-6.67,0,0.0838,0.0586,0,0.109,0.759,120.032,264893
"Sergei Rachmaninoff","Rhapsody on a Theme of Paganini, Op.43: Variation IX: L'istesso tempo","William Kapell Edition, Vol. 3: Rachmaninoff: Concerto No. 2 and Rhapsody on a Theme of Paganini; Shostakovich: 3 Preludes",0.489,0.358,9,-16.744,0,0.0425,0.993,0.909,0.584,0.638,158.579,29973
"Ludwig van Beethoven","6 Bagatelles, Op.126: 2. Allegro","Beethoven Em Casa",0.419,0.126,0,-21.901,0,0.042,0.986,0.885,0.0827,0.27,136.751,173000
"Johann Sebastian Bach","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for Harp by Catrin Finch: Var. 2 a 1 Clav.","Colors of Bach",0.41,0.238,7,-18.927,1,0.0446,0.989,0.908,0.0941,0.614,133.297,119053
"Wolfgang Amadeus Mozart","Minuet in E Flat Major, K.15cc","<U+96C6><U+4E2D><U+3067><U+304D><U+308B><U+30E2><U+30FC><U+30C4><U+30A1><U+30EB><U+30C8>",0.443,0.306,9,-18.203,1,0.0384,0.484,0.00156,0.0751,0.65,132.779,188186
"Johann Sebastian Bach","St. Matthew Passion, BWV 244, Pt. 1: No. 24, Rezitativ: Da Kam Jesus Mit Ihnen Zu Einem Hofe (Evangelist - Jesus)","Passions at Easter",0.258,0.0332,5,-26.517,0,0.0432,0.919,5.16e-06,0.121,0.0462,88.431,120093
"Johann Sebastian Bach","Clavier-Übung III: Kyrie, Gott heiliger Geist, BWV 674","Bach: Complete Organ Works, Vol. 14",0.173,0.0536,9,-25.118,0,0.0379,0.977,0.971,0.078,0.0971,71.949,81640
"Sergei Rachmaninoff","Seven Preludes from Op. 32: No. 9 in A Major, Allegro moderato","Richter plays Rachmaninoff",0.309,0.0853,9,-23.999,1,0.0364,0.99,0.937,0.0833,0.0971,109.529,157333
"Relaxmycat","Take a Break","Relaxing Music Therapy Music for Cats",0.223,0.0153,0,-34.408,1,0.0428,0.995,0.922,0.0821,0.0351,77.491,110649
"Sergei Rachmaninoff","Carnaval, Op. 9: Valse allemande","Sergei Rachmaninoff: The Complete Recordings",0.402,0.0287,8,-24.016,1,0.0522,0.983,0.00257,0.204,0.358,155.657,51093
"Grover Washington, Jr.","Winelight","Winelight",0.766,0.381,10,-14.457,0,0.0805,0.18,0.0831,0.48,0.635,98.86,452573
"Mother Nature Sound FX","Sleep Waves","Meditation, Relaxation",0.0586,0.262,2,-28.459,1,0.0511,0.911,0.812,0.185,0.126,61.425,161385
"Illapu","Vuelvo para vivir","Vivo",0.512,0.808,7,-7.841,1,0.129,0.662,2.4e-05,0.978,0.375,88.216,358226
"Nana Mouskouri","Amazing Grace - Version Gospel","Happy Birthday Tour",0.133,0.338,6,-11.903,1,0.0344,0.919,0.00329,0.108,0.0475,85.681,254680
"Wolfgang Amadeus Mozart","Die Zauberflöte, K.620 / Zweiter Aufzug: Marsch der Priester","Mozart - Time",0.156,0.0464,5,-30.37,1,0.0357,0.982,0.952,0.236,0.153,87.623,86333
"Ludwig van Beethoven","String Quartet No. 14 in C-Sharp Minor, Op. 131: 6. Adagio quasi un poco andante","<U+30D9><U+30FC><U+30C8><U+30FC><U+30F4><U+30A7><U+30F3><U+3067><U+697D><U+3057><U+3080><U+512A><U+96C5><U+306A><U+5348><U+5F8C>",0.141,0.0186,8,-31.656,0,0.0536,0.872,0.858,0.0761,0.0321,141.306,135160
"José Luis Perales","Yo quiero ser","Por si quieres conocerme",0.655,0.399,11,-11.32,0,0.0296,0.64,0.000109,0.638,0.702,116.591,246400
"Johann Sebastian Bach","Weihnachtsoratorium, BWV 248, Pt. 2: No. 22, So recht, ihr Engel, jauchzt und singet","Bach: Weihnachtsoratorium, BWV 248",0.421,0.192,8,-20.542,0,0.144,0.965,0,0.405,0.257,80.219,24106
"Easy Listening Jazz","Magical Wellness","(Clarinet and Vibraphone Swing Jazz) Music for Days Off",0.737,0.165,11,-14.538,0,0.0291,0.724,0.276,0.138,0.486,101.048,161610
"Mother Nature Sound FX","Well Rested","50 Songs for Sleep",0.166,0.0466,7,-23.88,1,0.044,0.975,0.713,0.127,0.0388,48.523,95754
"Frédéric Chopin","24 Preludes, Op. 28: No. 1 in C Major","Bicentennial Tribute: works by Chopin and Schumann",0.294,0.125,0,-24.646,1,0.0466,0.988,0.886,0.103,0.161,74.48,41093
"Janis Joplin","Little Girl Blue","I Got Dem Ol' Kozmic Blues Again Mama!",0.399,0.366,5,-10.814,1,0.035,0.458,0.00431,0.117,0.143,130.246,228693
"Antonín Dvorák","String Quintet in G Major, Op. 77, B. 49: I. Allegro con fuoco","Dvorak: String Quintet Op. 77 / Miniatures",0.388,0.131,7,-20.428,1,0.0477,0.916,0.0779,0.104,0.185,129.171,670800
"Johann Sebastian Bach","French Suite No. 5 in G Major, BWV 816: III. Sarabande","Accordion J.S. Bach",0.106,0.0313,7,-14.756,1,0.0374,0.653,2.72e-06,0.462,0.111,80.635,361600
"Johann Sebastian Bach","Partita for Violin Solo No.1 in B minor, BWV 1002: Tempo di Borea","Bach: A Life of Music",0.64,0.204,10,-14.344,0,0.0487,0.985,0.901,0.105,0.409,140.329,155733
"Iggy Pop","TV Eye - Live","Lust for Live 1977",0.256,0.397,5,-16.137,1,0.0416,6.99e-06,0.858,0.0916,0.45,87.715,74973
"Mother Nature Sound FX","Indian Forest","Quiet Ambient Backyard Playlist",0.305,0.331,5,-21.921,1,0.062,0.394,8.29e-06,0.59,0.238,136.823,188119
"Johann Sebastian Bach","Brandenburg Concerto No.2 in F, BWV 1047: 3. Allegro assai","Bach: A Musical Genius",0.488,0.355,5,-14.815,1,0.0843,0.914,0.841,0.188,0.908,183.536,191613
"Johann Sebastian Bach","Bach, JS: Violin Partita No. 3 in E Major, BWV 1006: VI. Bourrée","Bach: Sonatas & Partitas",0.493,0.118,4,-20.594,1,0.0673,0.993,0.815,0.124,0.97,117.05,75031
"Frédéric Chopin","12 Etudes, Op.10 - Paderewski Edition: No.12 in C minor","Chopin The Artist",0.266,0.133,0,-18.904,0,0.0318,0.976,0.864,0.123,0.23,92.443,149573
"Ludwig van Beethoven","Bagatelle in C Major, WoO 56: Allegretto","Infinite Beethoven",0.401,0.127,0,-21.64,1,0.047,0.993,0.942,0.0991,0.168,79.951,104853
"Mother Nature Sound FX","Mists Outside","50 Hour of Background Sounds from Nature",0.226,0.0178,0,-35.398,1,0.0535,0.891,9.19e-06,0.137,0.0398,117.179,154000
"Wolfgang Amadeus Mozart","Six German Dances, K.571: No.3 in C","Mozart Moods",0.514,0.176,7,-18.752,1,0.0529,0.925,0.96,0.137,0.623,94.584,94520
"Van Halen","Not Enough","Balance",0.287,0.533,5,-7.206,1,0.032,0.0324,4.81e-06,0.161,0.252,79.41,312640
"Maneva","Luz Que Me Traz Paz (Ao Vivo)","8 Anos (Ao Vivo)",0.611,0.32,2,-14.463,0,0.0308,0.812,0.192,0.72,0.218,81.907,307233
"Ismael Serrano","Cancion Para Un Viejo Amigo","Sueños De Un Hombre Despierto",0.576,0.489,9,-9.902,1,0.0532,0.896,0.000225,0.135,0.44,79.814,227306
"Bear McCreary","Eliza Merrett","The Professor and the Madman (Original Motion Picture Soundtrack)",0.0628,0.0168,2,-27.118,0,0.0439,0.988,0.927,0.088,0.0343,64.2,285400
"Stevie Wonder","Purple Rain Drops - 2005 Stereo Mix","Additional Singles & Rarities",0.561,0.453,10,-7.327,1,0.0266,0.881,0,0.21,0.408,84.323,196840
"Florence + The Machine","Howl","Between Two Lungs",0.58,0.873,0,-4.025,1,0.0628,0.00604,0.000885,0.165,0.297,130.013,214053
"Pyotr Ilyich Tchaikovsky","The Sleeping Beauty, Op. 66, Pt. 2: I. Entr'acte - Scène","Tchaikovsky: Complete Ballets",0.413,0.106,10,-24.818,1,0.0425,0.969,0.955,0.123,0.498,114.028,163333
"Ludwig van Beethoven","7 Variations On ""Bei Männern, welche Liebe fühlen"", For Cello And Piano, WoO 46: Variation III","Beethoven for the Spirit",0.442,0.0296,3,-26.766,1,0.0326,0.991,0.931,0.107,0.58,93.908,56866
"Mother Nature Sound FX","Woodland Monsoon","! !$ landscapes $! !",0.374,0.998,11,-13.193,0,0.1,0.878,0.698,0.35,0.0169,119.007,152213
"Frédéric Chopin","24 Préludes, Op.28: 18. In F Minor","Chopin Em Casa",0.208,0.225,5,-18.266,0,0.0443,0.987,0.864,0.0946,0.324,79.791,57133
"Frédéric Chopin","Piano Concerto No.2 In F Minor, Op.21: 3. Allegro vivace","Classical Legends: Chopin",0.352,0.204,1,-17.713,1,0.0369,0.983,0.895,0.0913,0.126,104.927,546000
"Camille Saint-Saëns","Symphony No.3 In C Minor, Op.78 ""Organ Symphony"": 2. Allegro moderato - Presto - Allegro moderato - Maestoso - Più allegro - Molto allegro","Saint-Saëns: Symphony No.3 ""Organ""",0.306,0.174,5,-22.461,0,0.0451,0.966,0.904,0.121,0.332,117.057,448666
"Johann Sebastian Bach","Brandenburg Concerto No. 4 in G Major, BWV 1049: I. Allegro","Winterstimmung: Bach",0.34,0.152,7,-22.78,1,0.0813,0.93,0.00444,0.223,0.63,174.61,453893
"Mother Nature Sound FX","Reiki","2020 Heavenly Summer Compilation for Spa & Relaxation",0.163,0.00343,1,-44.338,1,0.0522,0.933,0.918,0.138,0.0403,70.528,182327
"Johann Sebastian Bach","Suite in E for Lute, BWV 1006a: 6. Bourrée","In the Key of Bach",0.388,0.411,3,-16.281,1,0.0461,0.97,0.932,0.11,0.883,81.674,112093
"Supertramp","Ain't Nobody But Me","Retrospectacle - The Supertramp Anthology",0.329,0.57,1,-8.779,1,0.0687,0.101,0.00267,0.0696,0.624,203.626,310533
"Ludwig van Beethoven","Beethoven: 33 Variations in C Major on a Waltz by Diabelli ('Diabelli Variations'), Op.120: Variation 30: Andante, sempre cantabile","Big Box of Beethoven Piano",0.453,0.00343,8,-34.892,1,0.0727,0.995,0.964,0.0861,0.162,80.263,141244
"Max Richter","That Solitary Moment Together","The Leftovers: Season 2 (Music from the HBO Series)",0.189,0.0267,2,-26.577,1,0.0399,0.987,0.932,0.0569,0.0337,67.056,119727
"Luis Miguel","No Sé Tú","Romance",0.389,0.443,10,-8.546,0,0.0304,0.571,0.00178,0.114,0.0888,76.54,229853
"Johann Sebastian Bach","Musical Offering, BWV 1079: 4d. Canon 4 a 2 per augmentationem, contrario motu","Infinite Bach",0.146,0.0173,2,-27.079,1,0.0456,0.939,0.327,0.134,0.0398,70.224,165280
"Mother Nature Sound FX","Morning Hibernation","Flowing Tranquil Birdsong Recordings",0.135,0.485,1,-23.314,1,0.157,0.575,2.35e-05,0.94,0.118,81.878,209649
"Ludwig van Beethoven","Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio, un poco mosso","Milestones of a Piano Legend: Elly Ney, Vol. 10",0.206,0.0261,11,-28.74,1,0.0414,0.981,0.936,0.0944,0.049,77.858,522786
"Christophe Beck","No Underwear","Death at a Funeral (Original Motion Picture Score)",0.669,0.0455,5,-28.049,1,0.141,0.859,0.103,0.0998,0.141,150.014,42000
"David Bisbal","Torre De Babel - DB Original Mix","Premonicion",0.716,0.963,9,-2.221,1,0.0819,0.279,0,0.238,0.818,100.002,192106
